,benchmark,Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10,Iteration 11,Iteration 12,Iteration 13,Iteration 14,Iteration 15,Iteration 16,Iteration 17,Iteration 18,Iteration 19,Iteration 20,Iteration 21,Iteration 22,Iteration 23,Iteration 24,Iteration 25,Iteration 26,Iteration 27,Iteration 28,Iteration 29
0,io.reactivex.rxjava3.core.CallableAsyncPerf.observeOnMaybe,290217.6015671323,346105.90513476334,333188.71556878433,136130.78312068424,225213.2144791809,132092.46006803968,141739.7002681924,225907.3839963319,137655.38102338088,181546.12095218463,235696.96427639478,334262.3255838246,352036.8913659468,356748.279817214,340551.4123571742,310235.5400170771,351474.86286627135,354243.3071847311,357415.1432578211,358678.2181535404,332960.7928860944,329316.09930137737,353940.5267841751,354853.0417561766,357519.7606555829,358305.67024149606,132559.52925534366,357748.9420346764,324401.475897641,339931.2105085587
1,io.reactivex.rxjava3.core.ToFlowablePerf.flowable,11148796.931025235,13756483.044959176,15170429.88982025,14354189.094784088,14091078.84006934,13120135.69753511,14912596.079812262,15292527.632324774,15117667.201737456,13608428.686510146,15082857.315619823,13685616.51447147,15942627.0655637,15294412.045156969,14922556.724213297,13514831.00948499,14935084.560766567,14882115.999830877,14954284.661100876,16067697.457247784,15388035.0001049,15337081.59257073,15198385.076242419,12876233.704600774,12888612.060506819,13204241.856488062,13530432.521822259,14667985.780094797,14832117.506185295,14793941.891090147
2,io.reactivex.rxjava3.core.ToFlowablePerf.flowable,195894.8741667871,176845.2229215303,202245.27154908306,205424.09254765025,205250.56408661036,205157.15046522426,203437.65244489996,200967.58842164115,204853.00105334792,205060.47796713104,205050.86871999202,204976.26714777903,204090.90661005233,206646.52429175907,204347.2301144488,205962.89177597035,205717.9208989276,202091.81728855378,207784.68176439658,205416.86220167793,204445.61220807742,204765.0452478201,203433.0180616449,204094.1101717775,205889.65522573877,205535.13665823746,206222.3800511362,206408.17671814177,204854.16441482963,205400.5316515695
3,io.reactivex.rxjava3.core.ToFlowablePerf.flowable,207.19546745889394,203.5616062097054,203.8854367730772,204.30691087001983,201.82481847945766,203.33225808444422,204.01245059921854,203.1833753338436,199.77923774913083,203.35404708954434,202.87704352749157,202.93198438899154,201.47868176859237,202.81597937709856,203.27282055248682,203.866465630214,201.6901099303936,202.42098408638617,202.85942653179052,202.6359250466483,204.62532591262084,204.34616420439573,203.64181481919815,202.5499706268119,204.88196913663614,201.75393001224484,205.4658473546444,205.7082982276145,204.28553585261977,205.29841913609846
4,io.reactivex.rxjava3.core.ToFlowablePerf.flowableInner,2413874.070746191,2340021.410676831,2559331.033328926,2603321.6856173757,2608714.1477650264,2485311.7795089367,2558162.5843525585,2361205.294878915,2589983.0652477387,2595254.840424434,2611236.3770053317,2494546.206995385,2602027.546669258,2420209.611511326,2572381.20709908,2611622.0148973954,2624239.7964611957,2619007.3714265055,2510017.1295132493,2486010.5426459215,2334567.5542813702,2568513.1051367056,2581564.2444936223,2589711.8944780044,2606039.8117963294,2460745.496671773,2574348.906362389,2420339.7118952903,2487194.083733092,2569751.140607286
5,io.reactivex.rxjava3.core.ToFlowablePerf.flowableInner,2573.7947871315932,2589.078428582343,2749.5755576192164,2715.5248752927682,2725.019655103939,2741.7654378586412,2757.6048517703703,2728.7651958798783,2553.982479915909,2722.0202398297215,2729.4807519071232,2751.358005723646,2730.136506965304,2743.812944205948,2741.3340940124026,2662.317126306371,2521.788467253831,2724.0271859631916,2741.7629302746745,2731.069289820999,2726.743969018575,2703.9760367226054,2710.9610214775576,2703.0864703026696,2680.7041368974074,2506.546058823313,2682.799888977813,2690.3342472667937,2697.166175140193,2694.8428856669093
6,io.reactivex.rxjava3.core.ToFlowablePerf.flowableInner,2.426750910084171,2.547425525019157,2.479903644104412,2.443023761160994,2.5559982103309493,2.5479956621460995,2.450055846368791,2.4810304341304574,2.551855533265759,2.549285194707401,2.40212951279524,2.516039886367688,2.558051545644195,2.557798524227497,2.578080360538557,2.4999249772514327,2.329649304354953,2.534811598505662,2.6297741771801917,2.5838352053539504,2.563325777802437,2.5640628671497643,2.617796830320289,2.5698027027807413,2.4497694114936825,2.57037969494631,2.603760961381244,2.6132785360183672,2.5883931984864397,2.5827019384686345
7,io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapObservable,10775242.727963911,15968473.695564402,18774213.432069976,12752748.262584357,8719135.827285925,12349928.395840619,13881071.109240338,15044258.787453754,15840110.949550672,16286248.600759635,17205905.87464229,17375273.575861815,17601386.73857489,17547961.456222385,17565555.726845097,18248558.007102903,18589378.27831634,17554683.67828724,18879355.00498239,17591607.30485223,19909729.287369087,18953713.32016523,17398226.31055162,19415891.951157212,17831718.32197032,20476409.47534345,18990995.672880303,19253694.38121584,19307627.826124366,18984650.73160112
8,io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapObservable,119445.48236366294,119512.41418904334,118821.71661131657,119872.78851738818,119775.81155992649,120063.3303033549,119159.38041703506,119112.10524198638,119442.80088791848,119661.88790914362,119728.8748543787,119782.24476037454,117798.3354242512,119698.21222457237,119037.45026238431,119367.7507523093,119739.64538086668,120121.75402896485,119527.19254777682,119257.70916098462,118165.14789454163,119363.39108900973,119972.0614911987,119248.30231048474,117962.82983018678,118779.59686569624,119808.19761367036,119723.42797593055,119991.4364572484,119681.48988435253
9,io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapObservable,104.11658658851759,103.49973578657112,105.06783032923178,104.56034612047746,104.6783171460329,104.5313215894889,104.65462362522472,104.36201693584226,104.88132635969869,104.58731445900388,102.48815886389802,102.78186707133318,104.21958850521304,104.71422037091871,104.46429123596968,104.6644151138071,104.3671700924437,104.78852847125127,104.9437391367301,104.6276587259452,104.79472275254146,103.78199108689725,104.81399791780704,101.75907561959934,104.48365244693977,104.1635006335988,104.50618621930847,99.73816865623984,99.78553314888484,105.22351861744333
10,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,97781.85039993831,107410.1069201368,120665.66198762009,108592.2150670844,103222.79061063538,93393.66591479983,98506.38682347012,98063.99001268529,103965.22274095457,106074.36918691847,121035.63112678389,116122.81765461114,120519.06759432174,120761.18681097285,119838.35609861188,119835.80668477573,121015.06864032248,120150.81240798824,120792.52044458054,119848.09322427612,121719.01761474895,120866.09454416882,119770.84495225218,120152.27076267771,120596.16756502455,121597.37062855379,118945.38756601297,116150.94717937944,120102.33770031297,121478.06866705166
11,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,101828.73222548956,99359.52668727288,107025.67864309136,108027.78802732762,113583.3330372781,113022.26253599077,107417.15097609223,121718.03569740808,109961.84403082536,107115.18115549542,100635.56879256466,103870.14314639321,111379.88789040939,116397.8574969457,109174.41697779846,103844.92550581356,107746.46445896423,107272.10057128091,107726.82097800467,108672.91826199557,119545.89450949705,119774.61767297097,120710.33487978237,122905.06997619383,122035.31464059178,122332.87309119511,121463.10397344483,119854.42446653185,115994.63116103837,121239.24395621245
12,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,107233.67088027982,104617.58643640467,103712.49332262046,103751.48687018019,102112.16764160391,101858.87825038712,101620.3478441711,103290.0832080682,117450.58426626935,117942.50637944952,118078.31183232716,118213.27351462207,116615.55176116072,82878.87561133745,92402.65627936699,96708.19153606189,92401.06291454847,91997.84876163298,101077.73834791292,103100.86362966598,104295.54280450061,106350.56773061483,115589.9608999166,117211.30627450049,114600.92302623737,115430.80794078582,117014.68689663052,117828.88732570945,116103.73838081058,116136.39818047977
13,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,70343.45785044595,80346.61682472874,75430.49271191443,78699.04181674372,79812.47734502848,81260.08859671088,84083.04171173237,71488.29387885823,70405.33184930874,72086.37625064787,70920.84941983144,81112.29077274211,75958.6118291629,68375.92921341868,76948.72506242932,79256.74548921404,79798.47634732358,80133.58117522126,77518.42470549581,77869.80208885022,76814.61992256556,80782.88086014832,80382.25697360926,80547.24306198755,80350.26094988266,79681.34221869217,81596.17030775783,79067.5255117726,73786.03293846184,71879.852664299
